game,hype,team1,team2,shortDate,gameInfo,possessions,eFG,perDrama,conference1,conference2,conference,tournament
1829,1,Cal St. Bakersfield,UTSA,"Wednesday, December 18, 2013",Cal St. Bakersfield 90  UTSA 64,60,0.623655914,0.0205,WAC,Conference USA,0,0
1828,1,UAB,Chattanooga,"Wednesday, December 18, 2013",UAB 67  Chattanooga 52,63,0.435897436,0.0075,Conference USA,Southern,0,0
1827,1,LSU,Texas Tech,"Wednesday, December 18, 2013",LSU 71  Texas Tech 69,65,0.527173913,0.0327,SEC,Big Twelve,0,0
1826,1,St. John's,San Francisco,"Wednesday, December 18, 2013",St. John's 81  San Francisco 57,68,0.535,0.0049,Big East,WCC,0,0
1824,1,Santa Clara,Sacred Heart,"Wednesday, December 18, 2013",Santa Clara 70  Sacred Heart 61,64,0.471153846,0.0221,WCC,Northeast,0,0
1823,1,Northern Illinois,Loyola Chicago,"Wednesday, December 18, 2013",Northern Illinois 55  Loyola Chicago 49,61,0.407216495,0.0274,MAC,Missouri Valley,0,0
1821,1,Western Carolina,Charleston Southern,"Wednesday, December 18, 2013",Western Carolina 92  Charleston Southern 84,73,0.576612903,0.0437,Southern,Big South,0,0
1820,1,North Carolina St.,Tennessee,"Wednesday, December 18, 2013",North Carolina St. 65  Tennessee 58,67,0.385245902,0.0284,ACC,SEC,0,0
1819,1,Texas Southern,Temple,"Wednesday, December 18, 2013",Texas Southern 90  Temple 89,70,0.630081301,0.0492,SWAC,American,0,0
1818,1,Saint Joseph's,Drexel,"Wednesday, December 18, 2013",Saint Joseph's 75  Drexel 55,65,0.481981982,0.0268,A10,CAA,0,0
1817,1,Robert Morris,Campbell,"Wednesday, December 18, 2013",Robert Morris 72  Campbell 61,64,0.52,0.0101,Northeast,Big South,0,0
1816,1,Presbyterian,Appalachian St.,"Wednesday, December 18, 2013",Presbyterian 74  Appalachian St. 69,67,0.490990991,0.0354,Big South,Southern,0,0
1815,1,Ohio St.,Delaware,"Wednesday, December 18, 2013",Ohio St. 76  Delaware 64,70,0.478448276,0.0044,Big Ten,CAA,0,0
1814,1,Massachusetts,Ohio,"Wednesday, December 18, 2013",Massachusetts 83  Ohio 71,69,0.56302521,0.0152,A10,MAC,0,0
1813,1,Northern Kentucky,Hampton,"Wednesday, December 18, 2013",Northern Kentucky 69  Hampton 67,69,0.452173913,0.048,Atlantic Sun,MEAC,0,0
1812,1,North Carolina Central,Winthrop,"Wednesday, December 18, 2013",North Carolina Central 72  Winthrop 66,65,0.544117647,0.033,MEAC,Big South,0,0
1811,3.284472708,Texas,North Carolina,"Wednesday, December 18, 2013",Texas 86  North Carolina 83,80,0.45620438,0.0467,Big Twelve,ACC,0,0
1810,1,Dartmouth,New Hampshire,"Wednesday, December 18, 2013",Dartmouth 62  New Hampshire 48,54,0.484375,0.0219,Ivy League,America East,0,0
1809,1,Morgan St.,High Point,"Wednesday, December 18, 2013",Morgan St. 85  High Point 74,71,0.538461538,0.0217,MEAC,Big South,0,0
1808,1,LIU Brooklyn,Lamar,"Wednesday, December 18, 2013",LIU Brooklyn 82  Lamar 79,70,0.521008403,0.0338,Northeast,Southland,0,0
1807,1,UNC Greensboro,James Madison,"Wednesday, December 18, 2013",UNC Greensboro 78  James Madison 65,61,0.554455446,0.0339,Southern,CAA,0,0
1806,1,Nicholls St.,IUPUI,"Wednesday, December 18, 2013",Nicholls St. 62  IUPUI 56,64,0.420560748,0.0281,Southland,Summit League,0,0
1805,1,Georgia Southern,Kennesaw St.,"Wednesday, December 18, 2013",Georgia Southern 73  Kennesaw St. 55,67,0.451327434,0.0107,Southern,Atlantic Sun,0,0
1804,1,Eastern Kentucky,North Carolina A&T,"Wednesday, December 18, 2013",Eastern Kentucky 84  North Carolina A&T 73,69,0.606060606,0.0031,Ohio Valley,MEAC,0,0
1802,1,San Jose St.,UC Davis,"Wednesday, December 18, 2013",San Jose St. 89  UC Davis 85,87,0.484848485,0.0549,Mountain West,Big West,0,0
1801,1,San Diego St.,Southern Utah,"Wednesday, December 18, 2013",San Diego St. 76  Southern Utah 39,63,0.465,0.0001,Mountain West,Big Sky,0,0
1800,1,Oregon St.,Towson,"Wednesday, December 18, 2013",Oregon St. 76  Towson 67,71,0.473451327,0.009,Pac Ten,CAA,0,0
1798,1,Wake Forest,St. Bonaventure,"Tuesday, December 17, 2013",Wake Forest 77  St. Bonaventure 62,74,0.475,0.0323,ACC,A10,0,0
1797,1,VCU,Wofford,"Tuesday, December 17, 2013",VCU 72  Wofford 57,67,0.435185185,0.0035,A10,Southern,0,0
1796,1,Stetson,Florida Atlantic,"Tuesday, December 17, 2013",Stetson 64  Florida Atlantic 62,52,0.525773196,0.0437,Atlantic Sun,Conference USA,0,0
1793,1,Marquette,Ball St.,"Tuesday, December 17, 2013",Marquette 91  Ball St. 53,73,0.522522523,0.0015,Big East,MAC,0,0
1792,1,Louisville,Missouri St.,"Tuesday, December 17, 2013",Louisville 90  Missouri St. 60,71,0.491935484,0.0007,American,Missouri Valley,0,0
1791,5.183669251,Wichita St.,Alabama,"Tuesday, December 17, 2013",Wichita St. 72  Alabama 67,63,0.485436893,0.0449,Missouri Valley,SEC,0,0
1790,8.166222222,Florida,Memphis,"Tuesday, December 17, 2013",Florida 77  Memphis 75,66,0.554054054,0.0408,SEC,American,0,0
1789,1,Jacksonville St.,Central Michigan,"Tuesday, December 17, 2013",Jacksonville St. 82  Central Michigan 73,62,0.566037736,0.0337,Ohio Valley,MAC,0,0
1786,1,Washington,Tulane,"Tuesday, December 17, 2013",Washington 73  Tulane 62,71,0.470588235,0.0181,Pac Ten,Conference USA,0,0
1785,1,Oklahoma St.,Delaware St.,"Tuesday, December 17, 2013",Oklahoma St. 75  Delaware St. 43,63,0.428571429,0.0003,Big Twelve,MEAC,0,0
1784,1,Oklahoma,UT Arlington,"Tuesday, December 17, 2013",Oklahoma 91  UT Arlington 89,74,0.582089552,0.0156,Big Twelve,Sun Belt,0,0
1783,1,Murray St.,Southern Illinois,"Tuesday, December 17, 2013",Murray St. 73  Southern Illinois 65,70,0.455882353,0.0209,Ohio Valley,Missouri Valley,0,0
1782,1,Mississippi St.,Florida A&M,"Tuesday, December 17, 2013",Mississippi St. 78  Florida A&M 65,77,0.415322581,0.006,SEC,MEAC,0,0
1778,1,Green Bay,Tennessee Tech,"Tuesday, December 17, 2013",Green Bay 76  Tennessee Tech 49,71,0.42173913,0.0053,Horizon League,Ohio Valley,0,0
1777,1,Creighton,Arkansas Pine Bluff,"Tuesday, December 17, 2013",Creighton 88  Arkansas Pine Bluff 51,63,0.504672897,0.0004,Big East,SWAC,0,0
1776,1,Toledo,Arkansas St.,"Tuesday, December 17, 2013",Toledo 78  Arkansas St. 65,68,0.504201681,0.029,MAC,Sun Belt,0,0
1775,1,South Carolina St.,Coastal Carolina,"Tuesday, December 17, 2013",South Carolina St. 83  Coastal Carolina 78,75,0.496,0.0328,MEAC,Big South,0,0
1774,1,Louisiana Tech,McNeese St.,"Tuesday, December 17, 2013",Louisiana Tech 64  McNeese St. 50,69,0.403508772,0.0034,Conference USA,Southland,0,0
1773,1,Youngstown St.,Bethune Cookman,"Tuesday, December 17, 2013",Youngstown St. 71  Bethune Cookman 59,59,0.535714286,0.0037,Horizon League,MEAC,0,0
1772,1,UCF,Jacksonville,"Tuesday, December 17, 2013",UCF 104  Jacksonville 64,71,0.587301587,0.0019,American,Atlantic Sun,0,0
1771,1,Duquesne,St. Francis PA,"Tuesday, December 17, 2013",Duquesne 78  St. Francis PA 71,60,0.527522936,0.0425,A10,Northeast,0,0
1770,1,South Florida,Florida Gulf Coast,"Tuesday, December 17, 2013",South Florida 68  Florida Gulf Coast 66,79,0.448905109,0.0508,American,Atlantic Sun,0,0
1769,1,Manhattan,South Carolina,"Tuesday, December 17, 2013",Manhattan 86  South Carolina 68,73,0.485148515,0.0261,MAAC,SEC,0,0
1768,1,Purdue,Maryland Eastern Shore,"Tuesday, December 17, 2013",Purdue 79  Maryland Eastern Shore 50,64,0.490740741,0.001,Big Ten,MEAC,0,0
1767,1,Providence,Yale,"Tuesday, December 17, 2013",Providence 76  Yale 74,61,0.580357143,0.0191,Big East,Ivy League,0,0
1766,1,Michigan St.,North Florida,"Tuesday, December 17, 2013",Michigan St. 78  North Florida 48,68,0.447619048,0.0004,Big Ten,Atlantic Sun,0,0
1764,1,Liberty,Howard,"Tuesday, December 17, 2013",Liberty 77  Howard 59,64,0.48989899,0.0031,Big South,MEAC,0,0
1762,1,Georgetown,Elon,"Tuesday, December 17, 2013",Georgetown 85  Elon 76,66,0.608490566,0.0131,Big East,Southern,0,0
1761,1,Florida St.,Charlotte,"Tuesday, December 17, 2013",Florida St. 106  Charlotte 62,77,0.511363636,0.0034,ACC,Conference USA,0,0
1760,3.897226583,Cincinnati,Pittsburgh,"Tuesday, December 17, 2013",Cincinnati 44  Pittsburgh 43,48,0.380681818,0.0491,American,ACC,0,0
1759,1,Vanderbilt,Austin Peay,"Tuesday, December 17, 2013",Vanderbilt 58  Austin Peay 56,70,0.38559322,0.0193,SEC,Ohio Valley,0,0
1757,1,North Texas,Central Arkansas,"Tuesday, December 17, 2013",North Texas 64  Central Arkansas 55,63,0.435643564,0.0197,Conference USA,Southland,0,0
1756,1,New Mexico St.,New Mexico,"Tuesday, December 17, 2013",New Mexico St. 67  New Mexico 61,62,0.393518519,0.0376,WAC,Mountain West,0,0
1755,1,Oregon,UC Irvine,"Tuesday, December 17, 2013",Oregon 91  UC Irvine 63,75,0.520661157,0.0026,Pac Ten,Big West,0,0
1754,1,Loyola Marymount,Cal Poly,"Tuesday, December 17, 2013",Loyola Marymount 79  Cal Poly 59,68,0.469026549,0.0255,WCC,Big West,0,0
1753,1,Denver,Belmont,"Tuesday, December 17, 2013",Denver 90  Belmont 62,70,0.567307692,0.0173,Summit League,Ohio Valley,0,0
1752,1,Georgia Tech,Kennesaw St.,"Monday, December 16, 2013",Georgia Tech 74  Kennesaw St. 57,67,0.438596491,0.0027,ACC,Atlantic Sun,0,0
1751,1,Akron,Oral Roberts,"Monday, December 16, 2013",Akron 74  Oral Roberts 64,73,0.463963964,0.0208,MAC,Southland,0,0
1750,1,New Orleans,UTEP,"Monday, December 16, 2013",New Orleans 71  UTEP 69,64,0.541284404,0.0236,Southland,Conference USA,0,0
1749,1,Northern Colorado,UC Riverside,"Monday, December 16, 2013",Northern Colorado 63  UC Riverside 60,62,0.504807692,0.0345,Big Sky,Big West,0,0
1748,1,Chicago St.,SIU Edwardsville,"Monday, December 16, 2013",Chicago St. 81  SIU Edwardsville 64,70,0.536036036,0.0129,WAC,Ohio Valley,0,0
1747,1,North Dakota St.,Delaware,"Monday, December 16, 2013",North Dakota St. 85  Delaware 66,69,0.5,0.0145,Summit League,CAA,0,0
1745,1,Alabama St.,Western Illinois,"Monday, December 16, 2013",Alabama St. 59  Western Illinois 52,63,0.4375,0.0353,SWAC,Summit League,0,0
1744,1,Cleveland St.,Western Carolina,"Monday, December 16, 2013",Cleveland St. 66  Western Carolina 55,69,0.455,0.0217,Horizon League,Southern,0,0
1743,1,Tennessee Martin,Presbyterian,"Monday, December 16, 2013",Tennessee Martin 73  Presbyterian 70,63,0.606796117,0.0459,Ohio Valley,Big South,0,0
1742,1,Oakland,Illinois St.,"Monday, December 16, 2013",Oakland 90  Illinois St. 75,75,0.549180328,0.0218,Horizon League,Missouri Valley,0,0
1741,1,Northwestern,Mississippi Valley St.,"Monday, December 16, 2013",Northwestern 86  Mississippi Valley St. 64,67,0.5,0.0026,Big Ten,SWAC,0,0
1740,1,Mercer,Alcorn St.,"Monday, December 16, 2013",Mercer 70  Alcorn St. 44,65,0.396226415,0.0012,Atlantic Sun,SWAC,0,0
1739,1,Canisius,Holy Cross,"Monday, December 16, 2013",Canisius 83  Holy Cross 73,71,0.504464286,0.0415,MAAC,Patriot League,0,0
1737,1,Duke,Gardner Webb,"Monday, December 16, 2013",Duke 85  Gardner Webb 66,64,0.58490566,0.0014,ACC,Big South,0,0
1736,1,Santa Clara,Radford,"Monday, December 16, 2013",Santa Clara 75  Radford 62,64,0.49047619,0.0186,WCC,Big South,0,0
1735,1,Miami OH,Wright St.,"Sunday, December 15, 2013",Miami OH 59  Wright St. 56,68,0.517647059,0.0512,MAC,Horizon League,0,0
1734,1,Hofstra,Central Connecticut,"Sunday, December 15, 2013",Hofstra 72  Central Connecticut 67,71,0.490566038,0.0439,CAA,Northeast,0,0
1733,1,Marist,College of Charleston,"Sunday, December 15, 2013",Marist 69  College of Charleston 62,66,0.490909091,0.0391,MAAC,CAA,0,0
1732,1,Norfolk St.,Boston University,"Sunday, December 15, 2013",Norfolk St. 86  Boston University 82,74,0.608695652,0.0472,MEAC,Patriot League,0,0
1730,1,Washington St.,Pepperdine,"Sunday, December 15, 2013",Washington St. 78  Pepperdine 61,69,0.518518519,0.0073,Pac Ten,WCC,0,0
1729,1,UAB,Georgia Southern,"Sunday, December 15, 2013",UAB 84  Georgia Southern 62,74,0.440298507,0.0057,Conference USA,Southern,0,0
1728,1,Texas Tech,Central Arkansas,"Sunday, December 15, 2013",Texas Tech 79  Central Arkansas 57,69,0.509345794,0.0047,Big Twelve,Southland,0,0
1727,1,Missouri,Western Michigan,"Sunday, December 15, 2013",Missouri 66  Western Michigan 60,66,0.426724138,0.0088,SEC,MAC,0,0
1726,1,Oregon St.,Maryland Eastern Shore,"Sunday, December 15, 2013",Oregon St. 98  Maryland Eastern Shore 66,78,0.492481203,0.0035,Pac Ten,MEAC,0,0
1725,1,Howard,Delaware St.,"Sunday, December 15, 2013",Howard 64  Delaware St. 62,71,0.431034483,0.0421,MEAC,MEAC,1,0
1723,1,DePaul,Chicago St.,"Sunday, December 15, 2013",DePaul 77  Chicago St. 70,82,0.447154472,0.0208,Big East,WAC,0,0
1722,1,UC Irvine,Eastern Washington,"Sunday, December 15, 2013",UC Irvine 70  Eastern Washington 61,71,0.466101695,0.0334,Big West,Big Sky,0,0
1721,1,Cal St. Fullerton,Texas Southern,"Sunday, December 15, 2013",Cal St. Fullerton 87  Texas Southern 80,70,0.508474576,0.0288,Big West,SWAC,0,0
1719,1,UC Santa Barbara,San Diego,"Sunday, December 15, 2013",UC Santa Barbara 72  San Diego 61,65,0.538834951,0.034,Big West,WCC,0,0
1718,1,Montana St.,Portland,"Sunday, December 15, 2013",Montana St. 72  Portland 69,72,0.504545455,0.0268,Big Sky,WCC,0,0
1716,1,Denver,Wyoming,"Sunday, December 15, 2013",Denver 64  Wyoming 61,60,0.515625,0.045,Summit League,Mountain West,0,0
1715,1,UNC Asheville,USC Upstate,"Sunday, December 15, 2013",UNC Asheville 73  USC Upstate 63,63,0.448113208,0.0254,Big South,Atlantic Sun,0,0
1714,1,Tennessee Tech,Lamar,"Sunday, December 15, 2013",Tennessee Tech 79  Lamar 74,74,0.51980198,0.0261,Ohio Valley,Southland,0,0
1713,1,Villanova,La Salle,"Sunday, December 15, 2013",Villanova 73  La Salle 52,68,0.475,0.0043,Big East,A10,0,0
1712,1,Winthrop,Appalachian St.,"Sunday, December 15, 2013",Winthrop 80  Appalachian St. 72,69,0.495412844,0.0124,Big South,Southern,0,0
1711,1,Quinnipiac,Vermont,"Sunday, December 15, 2013",Quinnipiac 80  Vermont 67,65,0.486725664,0.022,MAAC,America East,0,0
1710,1,Manhattan,UNC Wilmington,"Sunday, December 15, 2013",Manhattan 77  UNC Wilmington 72,70,0.529411765,0.0269,MAAC,CAA,0,0
1709,1,TCU,Texas Pan American,"Sunday, December 15, 2013",TCU 57  Texas Pan American 48,58,0.386363636,0.0258,Big Twelve,WAC,0,0
1708,1,Hartford,Sacred Heart,"Sunday, December 15, 2013",Hartford 84  Sacred Heart 72,73,0.566037736,0.0381,America East,Northeast,0,0
1707,1,Stephen F. Austin,North Texas,"Sunday, December 15, 2013",Stephen F. Austin 87  North Texas 53,67,0.46969697,0.0109,Southland,Conference USA,0,0
1706,1,Drexel,Davidson,"Sunday, December 15, 2013",Drexel 72  Davidson 58,66,0.420353982,0.0181,CAA,Southern,0,0
1705,4.365833333,Syracuse,St. John's,"Sunday, December 15, 2013",Syracuse 68  St. John's 63,65,0.46,0.0288,ACC,Big East,0,0
1704,1,Northern Kentucky,Chattanooga,"Sunday, December 15, 2013",Northern Kentucky 87  Chattanooga 71,66,0.581632653,0.0224,Atlantic Sun,Southern,0,0
1703,1,Bowling Green,Morehead St.,"Sunday, December 15, 2013",Bowling Green 67  Morehead St. 61,73,0.424369748,0.0342,MAC,Ohio Valley,0,0
1701,1,USC,Cal St. Bakersfield,"Sunday, December 15, 2013",USC 63  Cal St. Bakersfield 59,62,0.432989691,0.035,Pac Ten,WAC,0,0
1700,1,Stony Brook,New Hampshire,"Sunday, December 15, 2013",Stony Brook 67  New Hampshire 48,59,0.524752475,0.0147,America East,America East,1,0
1699,1,Kansas St.,Troy,"Sunday, December 15, 2013",Kansas St. 72  Troy 43,63,0.450892857,0.0013,Big Twelve,Sun Belt,0,0
1698,1,Fairfield,Northeastern,"Sunday, December 15, 2013",Fairfield 64  Northeastern 60,66,0.454545455,0.0383,MAAC,CAA,0,0
1697,1,Fordham,Howard,"Saturday, December 14, 2013",Fordham 79  Howard 60,59,0.468503937,0.0037,A10,MEAC,0,0
1696,1,West Virginia,Marshall,"Saturday, December 14, 2013",West Virginia 74  Marshall 64,67,0.490909091,0.0369,Big Twelve,Conference USA,0,0
1695,1,Utah St.,Utah Valley,"Saturday, December 14, 2013",Utah St. 71  Utah Valley 60,59,0.515463918,0.0017,Mountain West,WAC,0,0
1694,2.495902547,Saint Mary's,Boise St.,"Saturday, December 14, 2013",Saint Mary's 82  Boise St. 74,69,0.559322034,0.0346,WCC,Mountain West,0,0
1693,3.715248796,Oregon,Illinois,"Saturday, December 14, 2013",Oregon 71  Illinois 64,66,0.532407407,0.0387,Pac Ten,Big Ten,0,0
1692,1,UT Arlington,Houston Baptist,"Saturday, December 14, 2013",UT Arlington 80  Houston Baptist 70,70,0.490909091,0.0354,Sun Belt,Southland,0,0
1691,2.107478632,Ohio St.,North Dakota St.,"Saturday, December 14, 2013",Ohio St. 79  North Dakota St. 62,63,0.548543689,0.003,Big Ten,Summit League,0,0
1690,1,Louisiana Lafayette,Houston,"Saturday, December 14, 2013",Louisiana Lafayette 79  Houston 76,73,0.541666667,0.0363,Sun Belt,American,0,0
1689,1,New Mexico St.,Drake,"Saturday, December 14, 2013",New Mexico St. 81  Drake 69,78,0.413533835,0.0404,WAC,Missouri Valley,0,0
1688,2.05337763,Xavier,Cincinnati,"Saturday, December 14, 2013",Xavier 64  Cincinnati 47,58,0.543209877,0.0202,Big East,American,0,0
1687,1,UCLA,Prairie View A&M,"Saturday, December 14, 2013",UCLA 95  Prairie View A&M 71,69,0.614678899,0.0004,Pac Ten,SWAC,0,0
1686,1,Texas A&M,McNeese St.,"Saturday, December 14, 2013",Texas A&M 73  McNeese St. 60,62,0.514285714,0.0029,SEC,Southland,0,0
1685,1,Texas,Texas St.,"Saturday, December 14, 2013",Texas 85  Texas St. 53,74,0.429166667,0.0046,Big Twelve,Sun Belt,0,0
1684,1,Stanford,UC Davis,"Saturday, December 14, 2013",Stanford 83  UC Davis 56,68,0.540540541,0.001,Pac Ten,Big West,0,0
1682,1,Illinois Chicago,Southeast Missouri St.,"Saturday, December 14, 2013",Illinois Chicago 75  Southeast Missouri St. 69,70,0.46,0.0408,Horizon League,Ohio Valley,0,0
1681,1,Green Bay,South Dakota,"Saturday, December 14, 2013",Green Bay 89  South Dakota 85,75,0.477099237,0.0321,Horizon League,Summit League,0,0
1679,1,UNLV,Southern Utah,"Saturday, December 14, 2013",UNLV 73  Southern Utah 51,67,0.410377358,0.0033,Mountain West,Big Sky,0,0
1678,1,Ohio,Alabama A&M,"Saturday, December 14, 2013",Ohio 72  Alabama A&M 47,71,0.43627451,0.0024,MAC,SWAC,0,0
1677,1,Monmouth,Binghamton,"Saturday, December 14, 2013",Monmouth 74  Binghamton 46,65,0.431192661,0.0098,MAAC,America East,0,0
1676,1,James Madison,High Point,"Saturday, December 14, 2013",James Madison 84  High Point 69,66,0.54587156,0.026,CAA,Big South,0,0
1675,1,Clemson,Furman,"Saturday, December 14, 2013",Clemson 71  Furman 35,57,0.458762887,0.0011,ACC,Southern,0,0
1674,1,Colgate,Albany,"Saturday, December 14, 2013",Colgate 69  Albany 60,60,0.517391304,0.0372,Patriot League,America East,0,0
1673,6.72040404,Kansas,New Mexico,"Saturday, December 14, 2013",Kansas 80  New Mexico 63,65,0.458333333,0.0205,Big Twelve,Mountain West,0,0
1672,1,Arizona St.,Grambling St.,"Saturday, December 14, 2013",Arizona St. 97  Grambling St. 55,71,0.536,0.0004,Pac Ten,SWAC,0,0
1670,1,Richmond,Coppin St.,"Saturday, December 14, 2013",Richmond 71  Coppin St. 49,62,0.445544554,0.0032,A10,MEAC,0,0
1669,1,California,Fresno St.,"Saturday, December 14, 2013",California 67  Fresno St. 56,70,0.411764706,0.0096,Pac Ten,Mountain West,0,0
1668,1,Butler,Purdue,"Saturday, December 14, 2013",Butler 76  Purdue 70,73,0.495798319,0.0267,Big East,Big Ten,0,0
1667,9.033284813,North Carolina,Kentucky,"Saturday, December 14, 2013",North Carolina 82  Kentucky 77,74,0.472727273,0.0299,ACC,SEC,0,0
1666,1,South Dakota St.,Belmont,"Saturday, December 14, 2013",South Dakota St. 85  Belmont 72,68,0.617346939,0.0261,Summit League,Ohio Valley,0,0
1663,1,Washington,Idaho St.,"Saturday, December 14, 2013",Washington 85  Idaho St. 66,68,0.563636364,0.0104,Pac Ten,Big Sky,0,0
1662,1,St. Francis NY,Canisius,"Saturday, December 14, 2013",St. Francis NY 67  Canisius 51,64,0.426605505,0.0302,Northeast,MAAC,0,0
1661,1,Saint Peter's,Seton Hall,"Saturday, December 14, 2013",Saint Peter's 83  Seton Hall 80,75,0.512295082,0.0575,MAAC,Big East,0,0
1660,1,Rutgers,UNC Greensboro,"Saturday, December 14, 2013",Rutgers 89  UNC Greensboro 72,75,0.532258065,0.0035,American,Southern,0,0
1658,1,Nebraska,Arkansas St.,"Saturday, December 14, 2013",Nebraska 79  Arkansas St. 67,75,0.526086957,0.0039,Big Ten,Sun Belt,0,0
1657,1,Marquette,IUPUI,"Saturday, December 14, 2013",Marquette 86  IUPUI 50,69,0.512711864,0.0007,Big East,Summit League,0,0
1656,1,Georgia,Lipscomb,"Saturday, December 14, 2013",Georgia 84  Lipscomb 75,72,0.604761905,0.0122,SEC,Atlantic Sun,0,0
1655,1,Dartmouth,Jacksonville St.,"Saturday, December 14, 2013",Dartmouth 76  Jacksonville St. 46,60,0.471153846,0.0055,Ivy League,Ohio Valley,0,0
1654,1,Akron,Bethune Cookman,"Saturday, December 14, 2013",Akron 84  Bethune Cookman 56,63,0.55,0.0014,MAC,MEAC,0,0
1653,1,Air Force,UC Riverside,"Saturday, December 14, 2013",Air Force 62  UC Riverside 52,74,0.375,0.0218,Mountain West,Big West,0,0
1652,1,Michigan St.,Oakland,"Saturday, December 14, 2013",Michigan St. 67  Oakland 63,69,0.461538462,0.0196,Big Ten,Horizon League,0,0
1651,3.204473541,Notre Dame,Indiana,"Saturday, December 14, 2013",Notre Dame 79  Indiana 72,71,0.491452991,0.0439,ACC,Big Ten,0,0
1650,1,Indiana St.,UMKC,"Saturday, December 14, 2013",Indiana St. 74  UMKC 63,73,0.440909091,0.0129,Missouri Valley,WAC,0,0
1649,1,Nebraska Omaha,Nevada,"Saturday, December 14, 2013",Nebraska Omaha 82  Nevada 80,68,0.565420561,0.0488,Summit League,Mountain West,0,0
1648,1,Massachusetts,Northern Illinois,"Saturday, December 14, 2013",Massachusetts 80  Northern Illinois 54,66,0.5,0.0008,A10,MAC,0,0
1647,1,Valparaiso,Loyola Marymount,"Saturday, December 14, 2013",Valparaiso 80  Loyola Marymount 73,67,0.447368421,0.0338,Horizon League,WCC,0,0
1646,1,Gonzaga,South Alabama,"Saturday, December 14, 2013",Gonzaga 68  South Alabama 59,72,0.402439024,0.0038,WCC,Sun Belt,0,0
1645,5.975255624,Wichita St.,Tennessee,"Saturday, December 14, 2013",Wichita St. 70  Tennessee 61,62,0.466666667,0.029,Missouri Valley,SEC,0,0
1644,1,Northern Arizona,Grand Canyon,"Saturday, December 14, 2013",Northern Arizona 63  Grand Canyon 61,67,0.440594059,0.0486,Big Sky,WAC,0,0
1643,1,St. Bonaventure,Iona,"Saturday, December 14, 2013",St. Bonaventure 102  Iona 89,78,0.596774194,0.0203,A10,MAAC,0,0
1642,1,Georgia St.,Old Dominion,"Saturday, December 14, 2013",Georgia St. 79  Old Dominion 73,68,0.563157895,0.0382,Sun Belt,Conference USA,0,0
1641,1,Jackson St.,Evansville,"Saturday, December 14, 2013",Jackson St. 57  Evansville 51,66,0.405660377,0.0331,SWAC,Missouri Valley,0,0
1640,1,Robert Morris,Duquesne,"Saturday, December 14, 2013",Robert Morris 67  Duquesne 63,68,0.515306122,0.037,Northeast,A10,0,0
1639,1,Bryant,Navy,"Saturday, December 14, 2013",Bryant 90  Navy 80,81,0.545454545,0.025,Northeast,Patriot League,0,0
1638,1,Rider,Wagner,"Saturday, December 14, 2013",Rider 79  Wagner 58,78,0.468468468,0.0064,MAAC,Northeast,0,0
1637,1,Pittsburgh,Youngstown St.,"Saturday, December 14, 2013",Pittsburgh 91  Youngstown St. 73,69,0.536290323,0.0016,ACC,Horizon League,0,0
1636,1,Princeton,Penn St.,"Saturday, December 14, 2013",Princeton 81  Penn St. 79,82,0.516666667,0.0249,Ivy League,Big Ten,0,0
1635,1,Northern Iowa,VCU,"Saturday, December 14, 2013",Northern Iowa 77  VCU 68,68,0.50877193,0.0407,Missouri Valley,A10,0,0
1634,1,North Carolina St.,Detroit,"Saturday, December 14, 2013",North Carolina St. 82  Detroit 79,75,0.550458716,0.0084,ACC,Horizon League,0,0
1633,7.857001972,Arizona,Michigan,"Saturday, December 14, 2013",Arizona 72  Michigan 70,61,0.52293578,0.0451,Pac Ten,Big Ten,0,0
1632,1,Maryland,Florida Atlantic,"Saturday, December 14, 2013",Maryland 66  Florida Atlantic 62,63,0.462184874,0.0062,ACC,Conference USA,0,0
1630,1,IPFW,SIU Edwardsville,"Saturday, December 14, 2013",IPFW 95  SIU Edwardsville 75,76,0.595652174,0.0074,Summit League,Ohio Valley,0,0
1628,1,East Carolina,North Carolina A&T,"Saturday, December 14, 2013",East Carolina 84  North Carolina A&T 71,67,0.514150943,0.0039,Conference USA,MEAC,0,0
1627,1,Dayton,Central Michigan,"Saturday, December 14, 2013",Dayton 84  Central Michigan 58,67,0.495412844,0.0019,A10,MAC,0,0
1624,1,Idaho,Portland St.,"Saturday, December 14, 2013",Idaho 76  Portland St. 75,64,0.6,0.0526,WAC,Big Sky,0,0
1623,1,Utah,BYU,"Saturday, December 14, 2013",Utah 81  BYU 64,74,0.426356589,0.0134,Pac Ten,WCC,0,0
1619,1,Florida Gulf Coast,Samford,"Saturday, December 14, 2013",Florida Gulf Coast 83  Samford 51,71,0.455752212,0.005,Atlantic Sun,Southern,0,0
1618,1,Wisconsin,Eastern Kentucky,"Saturday, December 14, 2013",Wisconsin 86  Eastern Kentucky 61,62,0.559405941,0.0017,Big Ten,Ohio Valley,0,0
1617,1,Toledo,Sam Houston St.,"Saturday, December 14, 2013",Toledo 77  Sam Houston St. 61,65,0.462184874,0.0199,MAC,Southland,0,0
1616,1,Saint Louis,Wofford,"Saturday, December 14, 2013",Saint Louis 66  Wofford 52,65,0.511235955,0.0034,A10,Southern,0,0
1615,1,Oklahoma,Tulsa,"Saturday, December 14, 2013",Oklahoma 101  Tulsa 91,75,0.56504065,0.0082,Big Twelve,Conference USA,0,0
