game,hype,team1,team2,shortDate,gameInfo,possessions,eFG,perDrama,conference1,conference2,conference,tournament
5341,1,Alabama A&M,Grambling St.,"Saturday, March 8, 2014",Alabama A&M 80  Grambling St. 63,67,0.520833333,0.0055,SWAC,SWAC,1,0
5340,1.497169266,California,Colorado,"Saturday, March 8, 2014",California 66  Colorado 65,66,0.42519685,0.0571,Pac Ten,Pac Ten,1,0
5339,1,Idaho,UMKC,"Saturday, March 8, 2014",Idaho 87  UMKC 80,73,0.591304348,0.0334,WAC,WAC,1,0
5338,2.647084002,Michigan,Indiana,"Saturday, March 8, 2014",Michigan 84  Indiana 80,65,0.585714286,0.0268,Big Ten,Big Ten,1,0
5337,1,Georgia,LSU,"Saturday, March 8, 2014",Georgia 69  LSU 61,63,0.485436893,0.03,SEC,SEC,1,0
5336,1,Alabama St.,Jackson St.,"Saturday, March 8, 2014",Alabama St. 67  Jackson St. 63,67,0.453389831,0.0427,SWAC,SWAC,1,0
5335,1,Weber St.,Eastern Washington,"Saturday, March 8, 2014",Weber St. 82  Eastern Washington 78,71,0.495454545,0.0254,Big Sky,Big Sky,1,0
5334,1,Texas Southern,Southern,"Saturday, March 8, 2014",Texas Southern 67  Southern 64,68,0.415254237,0.0473,SWAC,SWAC,1,0
5333,1,Butler,Seton Hall,"Saturday, March 8, 2014",Butler 71  Seton Hall 54,62,0.514851485,0.0106,Big East,Big East,1,0
5332,1,Washington,USC,"Saturday, March 8, 2014",Washington 82  USC 75,74,0.436507937,0.017,Pac Ten,Pac Ten,1,0
5331,1,Oregon St.,Arizona St.,"Saturday, March 8, 2014",Oregon St. 78  Arizona St. 76,71,0.504166667,0.0414,Pac Ten,Pac Ten,1,0
5330,1,Northern Illinois,Ball St.,"Saturday, March 8, 2014",Northern Illinois 70  Ball St. 56,63,0.471910112,0.0156,MAC,MAC,1,0
5329,1,Wyoming,Colorado St.,"Saturday, March 8, 2014",Wyoming 83  Colorado St. 75,69,0.5,0.0181,Mountain West,Mountain West,1,0
5328,1,Texas Tech,Texas,"Saturday, March 8, 2014",Texas Tech 59  Texas 53,57,0.419047619,0.0393,Big Twelve,Big Twelve,1,0
5327,1,Auburn,Texas A&M,"Saturday, March 8, 2014",Auburn 69  Texas A&M 64,56,0.51980198,0.0435,SEC,SEC,1,0
5326,1,Oklahoma,TCU,"Saturday, March 8, 2014",Oklahoma 97  TCU 67,73,0.518796992,0.0057,Big Twelve,Big Twelve,1,0
5325,7.094444444,Oregon,Arizona,"Saturday, March 8, 2014",Oregon 64  Arizona 57,66,0.475728155,0.0308,Pac Ten,Pac Ten,1,0
5324,1,Northwestern St.,Oral Roberts,"Saturday, March 8, 2014",Northwestern St. 88  Oral Roberts 82,76,0.504,0.0281,Southland,Southland,1,0
5323,1,South Carolina,Mississippi St.,"Saturday, March 8, 2014",South Carolina 74  Mississippi St. 62,65,0.491150442,0.0314,SEC,SEC,1,0
5322,4.066666667,Pittsburgh,Clemson,"Saturday, March 8, 2014",Pittsburgh 83  Clemson 78,70,0.557522124,0.0411,ACC,ACC,1,0
5321,1,Alabama,Arkansas,"Saturday, March 8, 2014",Alabama 83  Arkansas 58,67,0.50990099,0.0111,SEC,SEC,1,0
5320,1,Incarnate Word,Abilene Christian,"Saturday, March 8, 2014",Incarnate Word 59  Abilene Christian 56,65,0.457943925,0.0263,Southland,Southland,1,0
5319,1,Texas A&M Corpus Chris,Nicholls St.,"Saturday, March 8, 2014",Texas A&M Corpus Chris 58  Nicholls St. 44,52,0.549382716,0.008,Southland,Southland,1,0
5318,1,Chicago St.,Seattle,"Saturday, March 8, 2014",Chicago St. 67  Seattle 53,71,0.417475728,0.0253,WAC,WAC,1,0
5317,3.066452991,Tennessee,Missouri,"Saturday, March 8, 2014",Tennessee 72  Missouri 45,60,0.42920354,0.0042,SEC,SEC,1,0
5316,1,Long Beach St.,UC Riverside,"Saturday, March 8, 2014",Long Beach St. 74  UC Riverside 67,72,0.491525424,0.0056,Big West,Big West,1,0
5315,1,Nevada,UNLV,"Saturday, March 8, 2014",Nevada 76  UNLV 72,66,0.496153846,0.0454,Mountain West,Mountain West,1,0
5314,4.762360447,Stanford,Utah,"Saturday, March 8, 2014",Stanford 61  Utah 60,57,0.569148936,0.0372,Pac Ten,Pac Ten,1,0
5313,1,Fresno St.,San Jose St.,"Saturday, March 8, 2014",Fresno St. 69  San Jose St. 56,65,0.464285714,0.0092,Mountain West,Mountain West,1,0
5312,6.164142195,San Diego St.,New Mexico,"Saturday, March 8, 2014",San Diego St. 51  New Mexico 48,58,0.433333333,0.0399,Mountain West,Mountain West,1,0
5311,1,Georgia St.,Western Kentucky,"Saturday, March 8, 2014",Georgia St. 73  Western Kentucky 55,67,0.427272727,0.0067,Sun Belt,Sun Belt,1,0
5310,1,Buffalo,Bowling Green,"Saturday, March 8, 2014",Buffalo 88  Bowling Green 65,71,0.525,0.0073,MAC,MAC,1,0
5309,1,Northern Arizona,Montana,"Saturday, March 8, 2014",Northern Arizona 67  Montana 47,56,0.456521739,0.0261,Big Sky,Big Sky,1,0
5308,1,Miami FL,Wake Forest,"Saturday, March 8, 2014",Miami FL 69  Wake Forest 56,56,0.550505051,0.014,ACC,ACC,1,0
5307,7.207054148,Louisville,Connecticut,"Saturday, March 8, 2014",Louisville 81  Connecticut 48,68,0.435779817,0.0056,American,American,1,0
5306,6.564165391,Iowa St.,Oklahoma St.,"Saturday, March 8, 2014",Iowa St. 85  Oklahoma St. 81,82,0.508130081,0.0521,Big Twelve,Big Twelve,1,0
5305,1,Georgia Tech,Virginia Tech,"Saturday, March 8, 2014",Georgia Tech 62  Virginia Tech 51,56,0.490196078,0.0134,ACC,ACC,1,0
5304,1,Air Force,Boise St.,"Saturday, March 8, 2014",Air Force 64  Boise St. 61,63,0.45631068,0.0575,Mountain West,Mountain West,1,0
5303,1,Temple,South Florida,"Saturday, March 8, 2014",Temple 66  South Florida 65,69,0.450413223,0.0302,American,American,1,0
5302,1,Cincinnati,Rutgers,"Saturday, March 8, 2014",Cincinnati 70  Rutgers 66,65,0.495652174,0.0286,American,American,1,0
5299,5.119916143,Memphis,SMU,"Saturday, March 8, 2014",Memphis 67  SMU 58,70,0.478448276,0.029,American,American,1,0
5298,1,George Washington,Fordham,"Saturday, March 8, 2014",George Washington 70  Fordham 67,61,0.459821429,0.0416,A10,A10,1,0
5297,7.748892171,Florida,Kentucky,"Saturday, March 8, 2014",Florida 84  Kentucky 65,69,0.586734694,0.007,SEC,SEC,1,0
5296,1,Dayton,Richmond,"Saturday, March 8, 2014",Dayton 60  Richmond 48,56,0.482758621,0.0118,A10,A10,1,0
5295,1,Harvard,Brown,"Saturday, March 8, 2014",Harvard 98  Brown 93,78,0.518248175,0.0387,Ivy League,Ivy League,1,0
5293,1,Hawaii,Cal St. Fullerton,"Saturday, March 8, 2014",Hawaii 81  Cal St. Fullerton 77,70,0.5,0.0228,Big West,Big West,1,0
5292,1,Washington St.,UCLA,"Saturday, March 8, 2014",Washington St. 73  UCLA 55,67,0.418918919,0.0193,Pac Ten,Pac Ten,1,0
5291,3.182778658,West Virginia,Kansas,"Saturday, March 8, 2014",West Virginia 92  Kansas 86,72,0.561946903,0.0199,Big Twelve,Big Twelve,1,0
5290,1,VCU,St. Bonaventure,"Saturday, March 8, 2014",VCU 86  St. Bonaventure 67,76,0.534188034,0.0055,A10,A10,1,0
5289,1,Duquesne,George Mason,"Saturday, March 8, 2014",Duquesne 81  George Mason 69,66,0.539823009,0.027,A10,A10,1,0
5288,1,Sacramento St.,Montana St.,"Saturday, March 8, 2014",Sacramento St. 84  Montana St. 59,66,0.504132231,0.0084,Big Sky,Big Sky,1,0
5287,1,Portland St.,Idaho St.,"Saturday, March 8, 2014",Portland St. 78  Idaho St. 74,71,0.504,0.0488,Big Sky,Big Sky,1,0
5286,1,UC Irvine,UC Davis,"Saturday, March 8, 2014",UC Irvine 74  UC Davis 46,61,0.411504425,0.0029,Big West,Big West,1,0
5285,1,UC Santa Barbara,Cal Poly,"Saturday, March 8, 2014",UC Santa Barbara 71  Cal Poly 55,58,0.495098039,0.0131,Big West,Big West,1,0
5284,1,Mississippi,Vanderbilt,"Saturday, March 8, 2014",Mississippi 65  Vanderbilt 62,65,0.427884615,0.0426,SEC,SEC,1,0
5283,4.629013333,Baylor,Kansas St.,"Saturday, March 8, 2014",Baylor 76  Kansas St. 74,66,0.519230769,0.0294,Big Twelve,Big Twelve,1,0
5282,4.842311662,Villanova,Georgetown,"Saturday, March 8, 2014",Villanova 77  Georgetown 59,65,0.575268817,0.0059,Big East,Big East,1,0
5281,1,South Alabama,UT Arlington,"Saturday, March 8, 2014",South Alabama 78  UT Arlington 73,71,0.440677966,0.0334,Sun Belt,Sun Belt,1,0
5280,1,Sam Houston St.,New Orleans,"Saturday, March 8, 2014",Sam Houston St. 80  New Orleans 61,68,0.435897436,0.0035,Southland,Southland,1,0
5279,2.9779978,St. John's,Marquette,"Saturday, March 8, 2014",St. John's 91  Marquette 90,85,0.52962963,0.0653,Big East,Big East,1,0
5278,2.245272825,Illinois,Iowa,"Saturday, March 8, 2014",Illinois 66  Iowa 63,59,0.513888889,0.0392,Big Ten,Big Ten,1,0
5277,1,Louisiana Monroe,Arkansas Little Rock,"Saturday, March 8, 2014",Louisiana Monroe 66  Arkansas Little Rock 65,58,0.524271845,0.0498,Sun Belt,Sun Belt,1,0
5276,1,Harvard,Yale,"Friday, March 7, 2014",Harvard 70  Yale 58,66,0.489361702,0.0083,Ivy League,Ivy League,1,0
5273,1,Western Michigan,Central Michigan,"Friday, March 7, 2014",Western Michigan 78  Central Michigan 64,59,0.608910891,0.0325,MAC,MAC,1,0
5272,1,Dartmouth,Brown,"Friday, March 7, 2014",Dartmouth 75  Brown 68,70,0.479166667,0.0374,Ivy League,Ivy League,1,0
5271,1,UCF,Houston,"Friday, March 7, 2014",UCF 104  Houston 83,75,0.563909774,0.0085,American,American,1,0
5270,1,Princeton,Cornell,"Friday, March 7, 2014",Princeton 91  Cornell 51,65,0.581730769,0.0016,Ivy League,Ivy League,1,0
5269,1,Columbia,Penn,"Friday, March 7, 2014",Columbia 74  Penn 55,64,0.483870968,0.0049,Ivy League,Ivy League,1,0
5268,1,South Alabama,Texas St.,"Thursday, March 6, 2014",South Alabama 63  Texas St. 53,65,0.404958678,0.0174,Sun Belt,Sun Belt,1,0
5267,1,Louisiana Tech,Rice,"Thursday, March 6, 2014",Louisiana Tech 70  Rice 48,57,0.541666667,0.0042,Conference USA,Conference USA,1,0
5266,1,Old Dominion,East Carolina,"Thursday, March 6, 2014",Old Dominion 68  East Carolina 47,54,0.526041667,0.0155,Conference USA,Conference USA,1,0
5265,1,Tulsa,North Texas,"Thursday, March 6, 2014",Tulsa 79  North Texas 68,70,0.450892857,0.0264,Conference USA,Conference USA,1,0
5264,1,Charlotte,Marshall,"Thursday, March 6, 2014",Charlotte 74  Marshall 70,70,0.488095238,0.0311,Conference USA,Conference USA,1,0
5263,1,Southern Utah,North Dakota,"Thursday, March 6, 2014",Southern Utah 77  North Dakota 71,75,0.442857143,0.0285,Big Sky,Big Sky,1,0
5262,1,Northern Arizona,Montana St.,"Thursday, March 6, 2014",Northern Arizona 61  Montana St. 48,55,0.483695652,0.0216,Big Sky,Big Sky,1,0
5261,5.467075665,Villanova,Xavier,"Thursday, March 6, 2014",Villanova 77  Xavier 70,69,0.490825688,0.026,Big East,Big East,1,0
5260,1,UCLA,Washington,"Thursday, March 6, 2014",UCLA 91  Washington 82,70,0.613043478,0.0316,Pac Ten,Pac Ten,1,0
5259,1,Stephen F. Austin,Oral Roberts,"Thursday, March 6, 2014",Stephen F. Austin 83  Oral Roberts 72,59,0.558823529,0.0109,Southland,Southland,1,0
5258,1,VCU,Richmond,"Thursday, March 6, 2014",VCU 56  Richmond 50,65,0.408256881,0.0418,A10,A10,1,0
5257,1,New Mexico St.,Grand Canyon,"Thursday, March 6, 2014",New Mexico St. 81  Grand Canyon 57,67,0.425619835,0.0059,WAC,WAC,1,0
5256,7.764232489,Michigan St.,Iowa,"Thursday, March 6, 2014",Michigan St. 86  Iowa 76,68,0.597222222,0.0255,Big Ten,Big Ten,1,0
5255,1,Sam Houston St.,Southeastern Louisiana,"Thursday, March 6, 2014",Sam Houston St. 71  Southeastern Louisiana 54,59,0.515,0.0091,Southland,Southland,1,0
5254,1,Texas A&M Corpus Chris,McNeese St.,"Thursday, March 6, 2014",Texas A&M Corpus Chris 67  McNeese St. 51,63,0.404166667,0.0127,Southland,Southland,1,0
5253,1,Lamar,New Orleans,"Thursday, March 6, 2014",Lamar 89  New Orleans 72,72,0.558035714,0.0139,Southland,Southland,1,0
5252,1,Nicholls St.,Houston Baptist,"Thursday, March 6, 2014",Nicholls St. 75  Houston Baptist 62,69,0.457943925,0.0192,Southland,Southland,1,0
5251,1,Texas Southern,Alcorn St.,"Thursday, March 6, 2014",Texas Southern 77  Alcorn St. 69,68,0.52020202,0.0296,SWAC,SWAC,1,0
5250,1,Alabama St.,Grambling St.,"Thursday, March 6, 2014",Alabama St. 68  Grambling St. 66,69,0.528301887,0.0325,SWAC,SWAC,1,0
5249,1,Alabama A&M,Jackson St.,"Thursday, March 6, 2014",Alabama A&M 72  Jackson St. 59,67,0.408653846,0.0181,SWAC,SWAC,1,0
5248,1,UMKC,Seattle,"Thursday, March 6, 2014",UMKC 82  Seattle 73,75,0.473913043,0.0354,WAC,WAC,1,0
5247,1,Eastern Washington,Idaho St.,"Thursday, March 6, 2014",Eastern Washington 77  Idaho St. 69,68,0.46031746,0.0128,Big Sky,Big Sky,1,0
5246,1,Idaho,Chicago St.,"Thursday, March 6, 2014",Idaho 79  Chicago St. 76,73,0.566666667,0.0265,WAC,WAC,1,0
5245,1,Arkansas St.,Louisiana Monroe,"Thursday, March 6, 2014",Arkansas St. 64  Louisiana Monroe 58,65,0.443396226,0.0144,Sun Belt,Sun Belt,1,0
5244,1,Western Kentucky,Louisiana Lafayette,"Thursday, March 6, 2014",Western Kentucky 75  Louisiana Lafayette 72,68,0.435483871,0.0417,Sun Belt,Sun Belt,1,0
5243,1,UTEP,UTSA,"Thursday, March 6, 2014",UTEP 61  UTSA 51,59,0.415254237,0.0089,Conference USA,Conference USA,1,0
5242,1,Middle Tennessee,UAB,"Thursday, March 6, 2014",Middle Tennessee 55  UAB 53,59,0.489010989,0.0472,Conference USA,Conference USA,1,0
5241,1,Southern Miss,Tulane,"Thursday, March 6, 2014",Southern Miss 68  Tulane 51,56,0.542105263,0.0089,Conference USA,Conference USA,1,0
5240,1,UT Arlington,Troy,"Thursday, March 6, 2014",UT Arlington 87  Troy 86,78,0.513986014,0.0532,Sun Belt,Sun Belt,1,0
5239,1,Southern,Prairie View A&M,"Thursday, March 6, 2014",Southern 91  Prairie View A&M 59,69,0.5,0.0065,SWAC,SWAC,1,0
5238,1,Savannah St.,South Carolina St.,"Thursday, March 6, 2014",Savannah St. 69  South Carolina St. 50,66,0.421296296,0.0122,MEAC,MEAC,1,0
5237,1,Northwestern St.,Central Arkansas,"Thursday, March 6, 2014",Northwestern St. 119  Central Arkansas 102,93,0.631944444,0.0112,Southland,Southland,1,0
5236,1,North Carolina Central,Norfolk St.,"Thursday, March 6, 2014",North Carolina Central 76  Norfolk St. 70,63,0.557142857,0.0203,MEAC,MEAC,1,0
5235,1,Morgan St.,Howard,"Thursday, March 6, 2014",Morgan St. 68  Howard 66,68,0.472222222,0.0499,MEAC,MEAC,1,0
5234,1,George Mason,La Salle,"Thursday, March 6, 2014",George Mason 59  La Salle 57,65,0.384615385,0.0475,A10,A10,1,0
5233,1,Hampton,North Carolina A&T,"Thursday, March 6, 2014",Hampton 89  North Carolina A&T 71,75,0.54245283,0.008,MEAC,MEAC,1,0
5232,1,Butler,DePaul,"Thursday, March 6, 2014",Butler 79  DePaul 46,65,0.439130435,0.0118,Big East,Big East,1,0
5231,1,Maryland Eastern Shore,Delaware St.,"Thursday, March 6, 2014",Maryland Eastern Shore 84  Delaware St. 70,66,0.581730769,0.0233,MEAC,MEAC,1,0
5230,1,LSU,Vanderbilt,"Thursday, March 6, 2014",LSU 57  Vanderbilt 51,66,0.35840708,0.0399,SEC,SEC,1,0
5229,1,Penn St.,Northwestern,"Thursday, March 6, 2014",Penn St. 59  Northwestern 32,56,0.423076923,0.0142,Big Ten,Big Ten,1,0
5228,1,FIU,Florida Atlantic,"Thursday, March 6, 2014",FIU 74  Florida Atlantic 70,67,0.533333333,0.0451,Conference USA,Conference USA,1,0
5227,1,Bethune Cookman,Florida A&M,"Thursday, March 6, 2014",Bethune Cookman 70  Florida A&M 68,74,0.443089431,0.0328,MEAC,MEAC,1,0
5226,5.646026832,Cincinnati,Memphis,"Thursday, March 6, 2014",Cincinnati 97  Memphis 84,73,0.553278689,0.0119,American,American,1,0
5225,1,USC,Washington St.,"Thursday, March 6, 2014",USC 79  Washington St. 68,71,0.5,0.0301,Pac Ten,Pac Ten,1,0
5224,1,Portland St.,Weber St.,"Thursday, March 6, 2014",Portland St. 66  Weber St. 59,68,0.442105263,0.0315,Big Sky,Big Sky,1,0
5223,1,Cal St. Northridge,Long Beach St.,"Thursday, March 6, 2014",Cal St. Northridge 91  Long Beach St. 83,74,0.526086957,0.0396,Big West,Big West,1,0
5222,1,UC Riverside,UC Davis,"Thursday, March 6, 2014",UC Riverside 78  UC Davis 65,65,0.545045045,0.0103,Big West,Big West,1,0
5221,1,UC Santa Barbara,Hawaii,"Thursday, March 6, 2014",UC Santa Barbara 86  Hawaii 77,71,0.537815126,0.007,Big West,Big West,1,0
5220,1,Montana,Sacramento St.,"Thursday, March 6, 2014",Montana 70  Sacramento St. 55,57,0.578651685,0.0177,Big Sky,Big Sky,1,0
5219,1,UC Irvine,Cal St. Fullerton,"Thursday, March 6, 2014",UC Irvine 62  Cal St. Fullerton 44,56,0.454545455,0.0114,Big West,Big West,1,0
5218,1,Utah St.,Wyoming,"Wednesday, March 5, 2014",Utah St. 65  Wyoming 54,60,0.433035714,0.0339,Mountain West,Mountain West,1,0
5217,1,Texas,TCU,"Wednesday, March 5, 2014",Texas 66  TCU 54,66,0.352173913,0.0034,Big Twelve,Big Twelve,1,0
5216,1,Rhode Island,Fordham,"Wednesday, March 5, 2014",Rhode Island 77  Fordham 65,74,0.463709677,0.0188,A10,A10,1,0
5215,1,New Mexico,Air Force,"Wednesday, March 5, 2014",New Mexico 80  Air Force 52,70,0.491304348,0.0012,Mountain West,Mountain West,1,0
5213,1,Colorado St.,San Jose St.,"Wednesday, March 5, 2014",Colorado St. 78  San Jose St. 66,65,0.551401869,0.0062,Mountain West,Mountain West,1,0
5212,1,Nevada,Boise St.,"Wednesday, March 5, 2014",Nevada 83  Boise St. 81,78,0.488549618,0.0596,Mountain West,Mountain West,1,0
5211,1,Arkansas,Mississippi,"Wednesday, March 5, 2014",Arkansas 110  Mississippi 80,84,0.509868421,0.0073,SEC,SEC,1,0
5210,2.465335552,Colorado,Stanford,"Wednesday, March 5, 2014",Colorado 59  Stanford 56,63,0.41509434,0.0485,Pac Ten,Pac Ten,1,0
5209,2.36584022,Oklahoma,West Virginia,"Wednesday, March 5, 2014",Oklahoma 72  West Virginia 62,65,0.483193277,0.023,Big Twelve,Big Twelve,1,0
5208,8.091703486,Louisville,SMU,"Wednesday, March 5, 2014",Louisville 84  SMU 71,73,0.567961165,0.031,American,American,1,0
5207,1,Missouri,Texas A&M,"Wednesday, March 5, 2014",Missouri 57  Texas A&M 56,60,0.422680412,0.0552,SEC,SEC,1,0
5206,1.544498645,Kansas,Texas Tech,"Wednesday, March 5, 2014",Kansas 82  Texas Tech 57,66,0.485436893,0.0025,Big Twelve,Big Twelve,1,0
5205,1,Tennessee,Auburn,"Wednesday, March 5, 2014",Tennessee 82  Auburn 54,63,0.495495495,0.0051,SEC,SEC,1,0
5204,1,Wake Forest,Duke,"Wednesday, March 5, 2014",Wake Forest 82  Duke 72,67,0.491596639,0.0255,ACC,ACC,1,0
5203,2.366609881,Nebraska,Indiana,"Wednesday, March 5, 2014",Nebraska 70  Indiana 60,64,0.456521739,0.0408,Big Ten,Big Ten,1,0
5202,1,Georgia,Mississippi St.,"Wednesday, March 5, 2014",Georgia 66  Mississippi St. 45,63,0.421296296,0.0081,SEC,SEC,1,0
5201,3.258745875,George Washington,Saint Joseph's,"Wednesday, March 5, 2014",George Washington 76  Saint Joseph's 71,65,0.527027027,0.0346,A10,A10,1,0
5200,1,Massachusetts,Duquesne,"Wednesday, March 5, 2014",Massachusetts 78  Duquesne 74,69,0.526086957,0.0457,A10,A10,1,0
5199,1,Connecticut,Rutgers,"Wednesday, March 5, 2014",Connecticut 69  Rutgers 63,65,0.546296296,0.0091,American,American,1,0
5198,1.221440536,San Diego St.,UNLV,"Wednesday, March 5, 2014",San Diego St. 73  UNLV 64,69,0.460869565,0.0422,Mountain West,Mountain West,1,0
5197,1,Arizona,Oregon St.,"Wednesday, March 5, 2014",Arizona 74  Oregon St. 69,68,0.486486486,0.0206,Pac Ten,Pac Ten,1,0
5196,2.483664459,Utah,California,"Wednesday, March 5, 2014",Utah 63  California 59,63,0.417475728,0.0434,Pac Ten,Pac Ten,1,0
5195,1,Wisconsin,Purdue,"Wednesday, March 5, 2014",Wisconsin 76  Purdue 70,67,0.49137931,0.0037,Big Ten,Big Ten,1,0
5194,2.914238953,Dayton,Saint Louis,"Wednesday, March 5, 2014",Dayton 72  Saint Louis 67,67,0.51,0.0303,A10,A10,1,0
5193,1,Akron,Buffalo,"Tuesday, March 4, 2014",Akron 83  Buffalo 71,73,0.55,0.0315,MAC,MAC,1,0
5192,2.729753915,Providence,Marquette,"Tuesday, March 4, 2014",Providence 81  Marquette 80,80,0.427007299,0.0602,Big East,Big East,1,0
5191,1,Kentucky,Alabama,"Tuesday, March 4, 2014",Kentucky 55  Alabama 48,57,0.393939394,0.0188,SEC,SEC,1,0
5190,1,Florida St.,Boston College,"Tuesday, March 4, 2014",Florida St. 74  Boston College 70,59,0.632978723,0.0468,ACC,ACC,1,0
5189,1,Houston,South Florida,"Tuesday, March 4, 2014",Houston 78  South Florida 69,64,0.574766355,0.0192,American,American,1,0
5188,1,North Dakota,Northern Colorado,"Tuesday, March 4, 2014",North Dakota 94  Northern Colorado 90,71,0.631067961,0.0188,Big Sky,Big Sky,1,0
5187,1,Maryland,Virginia Tech,"Tuesday, March 4, 2014",Maryland 64  Virginia Tech 47,61,0.431192661,0.012,ACC,ACC,1,0
5186,1.479359634,Clemson,Miami FL,"Tuesday, March 4, 2014",Clemson 58  Miami FL 54,52,0.521276596,0.028,ACC,ACC,1,0
5185,1,Georgia St.,Arkansas St.,"Tuesday, March 4, 2014",Georgia St. 79  Arkansas St. 76,75,0.503759398,0.0555,Sun Belt,Sun Belt,1,0
5184,1,Western Michigan,Northern Illinois,"Tuesday, March 4, 2014",Western Michigan 61  Northern Illinois 56,63,0.414893617,0.0415,MAC,MAC,1,0
5183,1,Georgia Tech,Syracuse,"Tuesday, March 4, 2014",Georgia Tech 67  Syracuse 62,63,0.465217391,0.0346,ACC,ACC,1,0
5182,1,Florida,South Carolina,"Tuesday, March 4, 2014",Florida 72  South Carolina 46,64,0.444954128,0.0119,SEC,SEC,1,0
5181,3.621375661,Michigan,Illinois,"Tuesday, March 4, 2014",Michigan 84  Illinois 53,63,0.563106796,0.0098,Big Ten,Big Ten,1,0
5180,4.213333333,Georgetown,Creighton,"Tuesday, March 4, 2014",Georgetown 75  Creighton 63,61,0.541666667,0.0259,Big East,Big East,1,0
5179,1,Eastern Michigan,Ball St.,"Tuesday, March 4, 2014",Eastern Michigan 72  Ball St. 58,67,0.411764706,0.0038,MAC,MAC,1,0
5178,1,Toledo,Central Michigan,"Tuesday, March 4, 2014",Toledo 73  Central Michigan 69,58,0.593137255,0.0256,MAC,MAC,1,0
5177,1,Ohio,Bowling Green,"Tuesday, March 4, 2014",Ohio 72  Bowling Green 61,63,0.574468085,0.0204,MAC,MAC,1,0
5176,5.360334903,Baylor,Iowa St.,"Tuesday, March 4, 2014",Baylor 74  Iowa St. 61,62,0.517094017,0.0442,Big Twelve,Big Twelve,1,0
5175,1,Temple,UCF,"Tuesday, March 4, 2014",Temple 86  UCF 78,72,0.529661017,0.0431,American,American,1,0
5174,5.799166667,Oregon,Arizona St.,"Tuesday, March 4, 2014",Oregon 85  Arizona St. 78,72,0.504098361,0.0191,Pac Ten,Pac Ten,1,0
5173,1,North Carolina St.,Pittsburgh,"Monday, March 3, 2014",North Carolina St. 74  Pittsburgh 67,59,0.572164948,0.0295,ACC,ACC,1,0
5172,4.954818325,Oklahoma St.,Kansas St.,"Monday, March 3, 2014",Oklahoma St. 77  Kansas St. 61,64,0.450980392,0.0183,Big Twelve,Big Twelve,1,0
5171,1,Montana,Montana St.,"Monday, March 3, 2014",Montana 53  Montana St. 50,52,0.494186047,0.0232,Big Sky,Big Sky,1,0
5170,1,Texas Southern,Alabama A&M,"Monday, March 3, 2014",Texas Southern 79  Alabama A&M 58,67,0.469565217,0.0132,SWAC,SWAC,1,0
5169,1,Alabama St.,Prairie View A&M,"Monday, March 3, 2014",Alabama St. 90  Prairie View A&M 87,79,0.576923077,0.0617,SWAC,SWAC,1,0
5168,1,Arkansas Pine Bluff,Jackson St.,"Monday, March 3, 2014",Arkansas Pine Bluff 66  Jackson St. 59,69,0.482758621,0.0399,SWAC,SWAC,1,0
5167,1,Grambling St.,Mississippi Valley St.,"Monday, March 3, 2014",Grambling St. 72  Mississippi Valley St. 70,68,0.485981308,0.0493,SWAC,SWAC,1,0
5166,1,North Carolina A&T,South Carolina St.,"Monday, March 3, 2014",North Carolina A&T 62  South Carolina St. 60,65,0.455555556,0.0363,MEAC,MEAC,1,0
5165,1,Norfolk St.,Maryland Eastern Shore,"Monday, March 3, 2014",Norfolk St. 77  Maryland Eastern Shore 65,67,0.495614035,0.0044,MEAC,MEAC,1,0
5164,1,Florida A&M,Morgan St.,"Monday, March 3, 2014",Florida A&M 78  Morgan St. 73,71,0.5,0.0385,MEAC,MEAC,1,0
5163,1,North Carolina Central,Savannah St.,"Monday, March 3, 2014",North Carolina Central 64  Savannah St. 57,66,0.438095238,0.0178,MEAC,MEAC,1,0
5162,1,Coppin St.,Howard,"Monday, March 3, 2014",Coppin St. 86  Howard 69,75,0.512931034,0.0101,MEAC,MEAC,1,0
5161,1,Seton Hall,Xavier,"Monday, March 3, 2014",Seton Hall 71  Xavier 62,70,0.470873786,0.024,Big East,Big East,1,0
5160,1,North Carolina,Notre Dame,"Monday, March 3, 2014",North Carolina 63  Notre Dame 61,64,0.514150943,0.0213,ACC,ACC,1,0
5159,1,UCLA,Oregon St.,"Sunday, March 2, 2014",UCLA 74  Oregon St. 69,68,0.490909091,0.019,Pac Ten,Pac Ten,1,0
5158,6.268273092,Arizona,Stanford,"Sunday, March 2, 2014",Arizona 79  Stanford 66,68,0.473214286,0.0032,Pac Ten,Pac Ten,1,0
5157,1,Louisiana Lafayette,South Alabama,"Sunday, March 2, 2014",Louisiana Lafayette 102  South Alabama 76,70,0.576271186,0.0034,Sun Belt,Sun Belt,1,0
5156,1,Florida St.,Georgia Tech,"Sunday, March 2, 2014",Florida St. 81  Georgia Tech 71,67,0.472972973,0.007,ACC,ACC,1,0
5155,1,Manhattan,Canisius,"Sunday, March 2, 2014",Manhattan 68  Canisius 63,64,0.495049505,0.0226,MAAC,MAAC,1,0
5154,1,Louisiana Tech,UAB,"Sunday, March 2, 2014",Louisiana Tech 67  UAB 58,71,0.414529915,0.023,Conference USA,Conference USA,1,0
5153,1,New Mexico,Nevada,"Sunday, March 2, 2014",New Mexico 72  Nevada 58,61,0.466101695,0.0322,Mountain West,Mountain West,1,0
